1,2
oddjob_mkhomedir_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
oddjob_mkhomedir_t,"application_domain_type, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, process_user_target, syslog_client_type, systemprocess, userdom_home_manager_type"
oddjob_t,"can_change_object_identity, can_change_process_identity, can_change_process_role, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
oddjob_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
oddjob_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
onload_fs_t,"file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
opafm_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
opafm_t,"corenet_unlabeled_type, daemon, domain, pcmcia_typeattr_1, syslog_client_type"
opafm_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
opafm_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
opal_device_t,device_node
openct_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openct_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
openct_t,"corenet_unlabeled_type, daemon, domain, pcmcia_typeattr_1, syslog_client_type"
openct_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
opendnssec_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
opendnssec_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
opendnssec_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
opendnssec_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
opendnssec_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
opendnssec_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
opendnssec_var_t,"file_type, non_auth_file_type, non_security_file_type"
openflow_client_packet_t,"client_packet_type, packet_type"
openflow_port_t,"defined_port_type, port_type, unreserved_port_type"
openflow_server_packet_t,"packet_type, server_packet_type"
openfortivpn_devpts_t,"device_node, ptynode"
openfortivpn_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openfortivpn_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type, userdom_home_reader_certs_type"
openfortivpn_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
openhpid_client_packet_t,"client_packet_type, packet_type"
openhpid_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openhpid_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
openhpid_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openhpid_port_t,"defined_port_type, port_type, unreserved_port_type"
openhpid_server_packet_t,"packet_type, server_packet_type"
openhpid_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, pcmcia_typeattr_1, syslog_client_type"
openhpid_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
openhpid_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
openqa_client_packet_t,"client_packet_type, packet_type"
openqa_port_t,"defined_port_type, port_type, unreserved_port_type"
openqa_server_packet_t,"packet_type, server_packet_type"
openqa_websockets_client_packet_t,"client_packet_type, packet_type"
openqa_websockets_port_t,"defined_port_type, port_type, unreserved_port_type"
openqa_websockets_server_packet_t,"packet_type, server_packet_type"
openshift_app_t,"application_domain_type, can_change_object_identity, corenet_unlabeled_type, crontab_domain, domain, kernel_system_state_reader, mcs_constrained_type, netlabel_peer_type, nsswitch_domain, openshift_domain, openshift_net_domain, pcmcia_typeattr_1, process_user_target, syslog_client_type, userdom_home_reader_type"
openshift_app_tmp_t,"file_type, mountpoint, non_auth_file_type, non_security_file_type, openshift_file_type, polydir, polymember, polyparent, tmpfile"
openshift_cgroup_read_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openshift_cgroup_read_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, pcmcia_typeattr_1"
openshift_cgroup_read_tmp_t,"file_type, non_auth_file_type, non_security_file_type, openshift_file_type, polymember, tmpfile"
openshift_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
openshift_cron_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openshift_cron_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, memory_raw_read, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
openshift_cron_tmp_t,"file_type, non_auth_file_type, non_security_file_type, openshift_file_type, polymember, tmpfile"
openshift_htaccess_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
openshift_initrc_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openshift_initrc_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, initrc_domain, initrc_transition_domain, kern_unconfined, named_filetrans_domain, process_uncond_exempt, process_user_target, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, svirt_sandbox_domain, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
openshift_initrc_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
openshift_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openshift_net_read_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openshift_net_read_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, pcmcia_typeattr_1"
openshift_port_t,"port_type, reserved_port_type"
openshift_ra_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
openshift_rw_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
openshift_rw_file_t,"file_type, non_auth_file_type, non_security_file_type, openshift_file_type, polydir, polyparent"
openshift_script_exec_t,"entry_type, exec_type, file_type, httpd_content_type, httpd_script_exec_type, non_auth_file_type, non_security_file_type"
openshift_script_t,"corenet_unlabeled_type, domain, httpd_script_type, kernel_system_state_reader, pcmcia_typeattr_1"
openshift_t,"application_domain_type, can_change_object_identity, can_change_process_identity, corenet_unlabeled_type, crontab_domain, domain, kernel_system_state_reader, mcs_constrained_type, netlabel_peer_type, nsswitch_domain, openshift_domain, openshift_net_domain, openshift_user_domain, pcmcia_typeattr_1, process_user_target, syslog_client_type, userdom_home_reader_type"
openshift_tmp_t,"file_type, mountpoint, non_auth_file_type, non_security_file_type, openshift_file_type, polydir, polymember, polyparent, tmpfile"
openshift_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
openshift_var_lib_t,"file_type, mountpoint, non_auth_file_type, non_security_file_type, openshift_file_type, polydir, polymember, polyparent, user_home_type"
openshift_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
opensm_cache_t,"file_type, non_auth_file_type, non_security_file_type"
opensm_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
opensm_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
opensm_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
opensm_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
openvpn_client_packet_t,"client_packet_type, packet_type"
openvpn_etc_rw_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
openvpn_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
openvpn_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openvpn_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
openvpn_port_t,"defined_port_type, port_type, unreserved_port_type"
openvpn_server_packet_t,"packet_type, server_packet_type"
openvpn_status_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openvpn_t,"can_change_object_identity, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type, userdom_home_reader_certs_type"
openvpn_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
openvpn_unconfined_script_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openvpn_unconfined_script_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
openvpn_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
openvpn_var_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openvpn_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
openvswitch_client_packet_t,"client_packet_type, packet_type"
openvswitch_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openvswitch_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openvswitch_port_t,"defined_port_type, port_type, unreserved_port_type"
openvswitch_rw_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
openvswitch_server_packet_t,"packet_type, server_packet_type"
openvswitch_t,"can_load_kernmodule, corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, fixed_disk_raw_write, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
openvswitch_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
openvswitch_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
openvswitch_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
openvswitch_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
openwsman_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
openwsman_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
openwsman_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
openwsman_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
openwsman_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
openwsman_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
openwsman_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
oprofilefs_t,filesystem_type
oracle_client_packet_t,"client_packet_type, packet_type"
oracle_port_t,"defined_port_type, port_type, unreserved_port_type"
oracle_server_packet_t,"packet_type, server_packet_type"
oracleasm_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
oracleasm_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
oracleasm_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
oracleasm_t,"corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, fixed_disk_raw_write, kernel_system_state_reader, pcmcia_typeattr_1"
oracleasm_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
oracleasmfs_t,"device_node, file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
osad_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
osad_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
osad_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
osad_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
osad_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
osapi_compute_client_packet_t,"client_packet_type, packet_type"
osapi_compute_port_t,"defined_port_type, port_type, unreserved_port_type"
osapi_compute_server_packet_t,"packet_type, server_packet_type"
ovsdb_client_packet_t,"client_packet_type, packet_type"
ovsdb_port_t,"defined_port_type, port_type, unreserved_port_type"
ovsdb_server_packet_t,"packet_type, server_packet_type"
pads_config_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
pads_exec_t,"application_exec_type, direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pads_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pads_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, pcmcia_typeattr_1, syslog_client_type"
pads_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pam_console_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
pam_console_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type, systemprocess"
pam_timestamp_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pam_timestamp_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
pam_timestamp_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
pam_var_console_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pam_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
passenger_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
passenger_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
passenger_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
passenger_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
passenger_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
passenger_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
passwd_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
passwd_file_t,"file_type, non_auth_file_type, non_security_file_type"
passwd_t,"application_domain_type, can_change_object_identity, can_read_shadow_passwords, can_relabelto_shadow_passwords, can_system_change, can_write_shadow_passwords, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
pcp_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
pcp_plugin_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_plugin_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_plugin_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, pcp_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
pcp_pmcd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmcd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmcd_t,"corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain, syslog_client_type"
pcp_pmie_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmie_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmie_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain, syslog_client_type"
pcp_pmlogger_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmlogger_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmlogger_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain, syslog_client_type"
pcp_pmmgr_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmmgr_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmmgr_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain, syslog_client_type"
pcp_pmproxy_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmproxy_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmproxy_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain, syslog_client_type"
pcp_pmwebd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcp_pmwebd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcp_pmwebd_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pcp_domain"
pcp_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
pcp_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
pcp_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
pcp_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pcscd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pcscd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pcscd_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, pcmcia_typeattr_1, syslog_client_type"
pcscd_var_run_t,"daemonrundir, file_type, non_auth_file_type, non_security_file_type, pidfile"
pdns_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
pdns_control_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
pdns_control_t,"application_domain_type, corenet_unlabeled_type, domain, pcmcia_typeattr_1, systemprocess"
pdns_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pdns_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
pdns_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
pdns_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
pdns_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pdps_client_packet_t,"client_packet_type, packet_type"
pdps_port_t,"defined_port_type, port_type, unreserved_port_type"
pdps_server_packet_t,"packet_type, server_packet_type"
pegasus_cache_t,"file_type, non_auth_file_type, non_security_file_type"
pegasus_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
pegasus_data_t,"file_type, non_auth_file_type, non_security_file_type"
pegasus_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_http_client_packet_t,"client_packet_type, packet_type"
pegasus_http_port_t,"defined_port_type, port_type, unreserved_port_type"
pegasus_http_server_packet_t,"packet_type, server_packet_type"
pegasus_https_client_packet_t,"client_packet_type, packet_type"
pegasus_https_port_t,"defined_port_type, port_type, unreserved_port_type"
pegasus_https_server_packet_t,"packet_type, server_packet_type"
pegasus_mof_t,"file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_account_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_account_t,"can_change_object_identity, can_read_shadow_passwords, can_relabelto_shadow_passwords, can_system_change, can_write_shadow_passwords, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pegasus_openlmi_domain, policy_manager_domain, syslog_client_type, userdom_filetrans_type"
pegasus_openlmi_admin_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_admin_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, pcmcia_typeattr_1, pegasus_openlmi_domain, syslog_client_type"
pegasus_openlmi_logicalfile_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_logicalfile_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, pegasus_openlmi_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
pegasus_openlmi_services_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_services_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, pcmcia_typeattr_1, pegasus_openlmi_domain, syslog_client_type"
pegasus_openlmi_storage_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_storage_lib_t,"file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_storage_t,"corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, fixed_disk_raw_write, kernel_system_state_reader, memory_raw_read, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pegasus_openlmi_domain, syslog_client_type"
pegasus_openlmi_storage_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
pegasus_openlmi_storage_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pegasus_openlmi_system_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_system_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, pegasus_openlmi_domain, syslog_client_type"
pegasus_openlmi_unconfined_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pegasus_openlmi_unconfined_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, pegasus_openlmi_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
pegasus_t,"can_read_shadow_passwords, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
pegasus_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
pegasus_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pesign_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pesign_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
pesign_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
pesign_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
pesign_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
pgpkeyserver_client_packet_t,"client_packet_type, packet_type"
pgpkeyserver_port_t,"defined_port_type, port_type, unreserved_port_type"
pgpkeyserver_server_packet_t,"packet_type, server_packet_type"
phc2sys_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
phc2sys_t,"corenet_unlabeled_type, daemon, domain, pcmcia_typeattr_1, syslog_client_type"
phc2sys_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
pinentry_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
ping_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
ping_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type, systemprocess"
pingd_client_packet_t,"client_packet_type, packet_type"
pingd_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
pingd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
pingd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
pingd_modules_t,"file_type, non_auth_file_type, non_security_file_type"
pingd_port_t,"defined_port_type, port_type, unreserved_port_type"
pingd_server_packet_t,"packet_type, server_packet_type"
pingd_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
piranha_etc_rw_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
piranha_fos_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
piranha_fos_t,"corenet_unlabeled_type, daemon, domain, initrc_transition_domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, piranha_domain, syslog_client_type"
piranha_fos_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, piranha_tmpfs, tmpfsfile"
